"ASVs","domain","phyla","class","order","family","genus","specie"
"71d4a25461c1eff61e43f415e202a94f","Eukaryota","Chlorophyta","Prasinophytae","Prasinophytae","Prasinophytae","Prasinophytae",""
"7dd3ce5a21217557e9b1cf67d8211a37","Eukaryota","Protalveolata","Incertae_Sedis","Ellobiopsidae","Ellobiopsidae","Ellobiopsis","uncultured_eukaryote"
"ccdb545ce4ec708e55d4081cabd5981f","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Amoebophrya",""
"69cd3bc1d45df4f24c08abded3b37929","Eukaryota","","","","","",""
"9189ad4d446713c24f883415d72273cf","Eukaryota","Prymnesiophyceae","Coccolithales","Coccolithales","Coccolithales","Coccolithus","Coccolithus_pelagicus"
"11db1c6278283b6196214044d76a3091","Eukaryota","Cercozoa","Thecofilosea","Ebriacea","Ebriacea","Ebria",""
"c5af17bcdd2f4907bf4b625528613221","Eukaryota","Ochrophyta","Chrysophyceae","uncultured","uncultured","uncultured","uncultured_marine"
"aac97bbaa5543f02d8256eab1a23d8ba","Eukaryota","Cnidaria","Hydrozoa","Anthoathecata","Anthoathecata","Anthoathecata",""
"f485a627c089ff7b88070c81c1142cbf","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia","",""
"046d1e5eed3fd02847707a5be89d4695","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Incertae_Sedis","Akashiwo","uncultured_dinoflagellate"
"1e57bd107e9545d2242c4cd365c7aeb9","Eukaryota","MAST-2","MAST-2","MAST-2","MAST-2","MAST-2","uncultured_marine"
"30c056b5febae9bd3c9281df71310409","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Syndinium",""
"c393cc71e045892e0a05956b7aabac59","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"80000dd2d1c6e25af5a697ee98b1ea8c","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"d29910d37befc6f40440aba43b87a33f","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"dd29e5b2e2c34c0bd98459d71ed3dba6","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium_clade","Paragymnodinium","uncultured_eukaryote"
"53fda76ff322abd9f8c523e8dffc1a87","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Duboscquella","uncultured_eukaryote"
"eecb7c2d94db347d8f068d8a984cdb69","Eukaryota","Arthropoda","Maxillopoda","Calanoida","Calanoida","Calanoida",""
"a39cc1aa6c57ac865c594f8e35c3cc00","Eukaryota","Prymnesiophyceae","Coccolithales","Coccolithales","Coccolithales","Algirosphaera","Algirosphaera_robusta"
"375a39a61d52c84813a0d740e825ba97","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_eukaryote"
"53692ad933cd3287ddd8e9eede4ad0d5","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II","phytoplankton_environmental"
"f3c1de99b167e85102dc3e2828c9b710","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Duboscquella","uncultured_eukaryote"
"5e723feafb14df5cb57eecbc87bfe4d1","Eukaryota","Centrohelida","Centrohelida","Centrohelida","Centrohelida","Centrohelida","uncultured_eukaryote"
"8a434c13abf527d5ecf5d082392c723f","Eukaryota","Labyrinthulomycetes","uncultured","uncultured","uncultured","uncultured","uncultured_eukaryote"
"ffd394c13a5c05205de437d329128932","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"ebf1503547c6e0d2f206d313a3bd97d8","Eukaryota","MAST-1","MAST-1C","MAST-1C","MAST-1C","MAST-1C","uncultured_stramenopile"
"70f30a3365acf41768acedd3b4275198","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_III","Syndiniales_Group_III","uncultured_eukaryote"
"1ec3317b56ad105c3dcec75f7d9b719a","Eukaryota","Labyrinthulomycetes","uncultured","uncultured","uncultured","uncultured","Oblongichytrium_sp."
"c5b104a4618d90909c6a2faa2f97ff86","Eukaryota","Retaria","Acantharia","Acantharea_Group_I","Acantharea_Group_I","Acantharea_Group_I",""
"9498c42fdddb28b0b4e63488a777ee22","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_eukaryote"
"a9f94a7d58a070c21eb2292feffde693","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Amoebophrya","uncultured_eukaryote"
"e472c0016de9814fa480611d5e595293","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"28eb325b6a4865230a3fb9cb19f2382b","Eukaryota","Retaria","Acantharia","Acantharea_Group_I","Acantharea_Group_I","Acantharea_Group_I",""
"ae4df5d26bbe994781461d959e829059","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_eukaryote"
"0196844e4a76a88b6473b76158a3e05c","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Amoebophrya","Amoebophrya_sp."
"c1f612e302f5234f10895118dd5552d2","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"c902e44833cdb8be9aac8f7aea3bead4","Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacales","Gonyaulax","Gonyaulax_fragilis"
"a7b32a30af9e0aa52541df620b07e269","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_Syndiniales"
"f9c3aa18fe5417aa8c31b7e359b31210","Eukaryota","Cercozoa","uncultured","uncultured","uncultured","uncultured","uncultured_marine"
"fc0f9c8cab18078b729cee6284cfe437","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"df849c4bec5da8d21fc974e91aad5452","Eukaryota","Retaria","RAD_C","RAD_C","RAD_C","RAD_C","uncultured_eukaryote"
"992c1359b17f8457b57bdb6bdd5b6232","Eukaryota","Diatomea","Mediophyceae","Mediophyceae","Mediophyceae","Mediophyceae","Ditylum_brightwellii"
"eda8fef37bcb649d4f45c8cf44644b4b","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Amoebophrya",""
"aac66983c0b722a76e2eb68076bdbb80","Eukaryota","Prymnesiophyceae","Prymnesiophyceae","Prymnesiales","Prymnesiales","Prymnesium",""
"0b3afa1fcf68b5eff6362405be09a0a1","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"b9b058b349fd1c2af2638e492cb8cf14","Eukaryota","Holozoa","Choanoflagellida","Codosigidae","Codosigidae","Lagenoeca","uncultured_marine"
"695b9ed5bada5aa3bd34cdaa5f342452","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_III","Syndiniales_Group_III","uncultured_eukaryote"
"7ab2981282801cd4eab49ae1f5d83dcb","Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Prostomatea","Cryptocaryon","uncultured_marine"
"163cfde605ae50d0012b54f8526354cd","Eukaryota","Protalveolata","Syndiniales","Syndiniales","","",""
"362fe4569cb2444657893645520527ee","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"062feaaf3628733d64e89d5eed313321","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II","uncultured_Syndiniales"
"4fd56bc0b8a4d7879e45cfc69e1fc808","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_eukaryote"
"8c75cc89437ddb891121828d93681e15","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Amoebophrya",""
"2b17e7b8cf7b92a813fa775337630148","Eukaryota","Cercozoa","","","","",""
"0740bf30de3574460b5de82bedb884db","Eukaryota","Labyrinthulomycetes","uncultured","uncultured","uncultured","uncultured","uncultured_eukaryote"
"877c0c8203020a912d79decd55ed81b7","Eukaryota","Retaria","Polycystinea","Spumellaria","Spumellaria","Cladococcus","uncultured_Rhizaria"
"53e222f3453cd9ed23503f33b927b345","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II","uncultured_eukaryote"
"8fe997fcc26b2a8d9cd768bf7699c149","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"e09cd3d733a001a16c673020872fb445","Eukaryota","Cercozoa","Cercozoa","Cercozoa","Cercozoa","Cercozoa","Porospathis_holostoma"
"147ac8d40d029aa5f6ebe5de4cd3d99a","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia","",""
"3a677c462e1c0dc2b2a5ee3e8230bdf7","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_V","Syndiniales_Group_V","uncultured_Syndiniales"
"f798e6d933ee6050ced7e7dc38d8fada","Eukaryota","Cercozoa","uncultured","uncultured","uncultured","uncultured","uncultured_marine"
"618837c5e1e11dbc3779e9def4a77ed0","Eukaryota","Prymnesiophyceae","Prymnesiophyceae","Prymnesiales","Prymnesiales","Prymnesium",""
"d6ccdc4c62d4bb6c59b3c2c3b11d84ba","Eukaryota","Dinoflagellata","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis","Haplozoon",""
"ff38a70a6bb22a96f56d6aac5da7ecd1","Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniales","Protoperidinium","uncultured_eukaryote"
"36886fec5a05671651e50ce5cb218ad8","Eukaryota","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis","Telonema","uncultured_Telonemida"
"1aa54772029c51c8c56d53b5cefe5f10","Eukaryota","Protalveolata","Syndiniales","Syndiniales","","",""
"ce599d476897222f14b948fa0e71e1f0","Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Nassophorea","uncultured","uncultured_ciliate"
"b7c89e80dac39258c2b69520ddb710f5","Eukaryota","Prymnesiophyceae","Prymnesiophyceae","Prymnesiales","Prymnesiales","OLI16029",""
"9ce8d9b12b91b06e29fc88b9bfb43ede","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_marine"
"95451556fdb63119399df9911c2039d5","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_eukaryote"
"e1816993d5903713cfb354b45662662a","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"c03a7ca5bbbeab73636abdaccc39d436","Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Prostomatea","Cryptocaryon","uncultured_ciliate"
"cd39cf57e8bac2bdfc0bbae8fbb87e96","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"551699fad5fc3dfdfd41e5e62bbc0887","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"ef84b538417b8ffdbef65b29d0878373","Eukaryota","Retaria","Acantharia","Arthracanthida","Arthracanthida","Phyllostaurus","uncultured_eukaryote"
"450a157a36a7c4a911087a68a9e1f2b4","Eukaryota","Prymnesiophyceae","Prymnesiophyceae","Prymnesiales","Prymnesiales","",""
"662acc344a6f86c7a6bdcf8b7ee1eb55","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"6cfd437ebea917a46276d27ab837c182","Eukaryota","Arthropoda","Maxillopoda","Cyclopoida","Cyclopoida","Cyclopoida",""
"1099846dce6ea0c184041b17adfce7e8","Eukaryota","","","","","",""
"4f93134921d673841594cdd923a78a4a","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Siphonophorae","Siphonophorae",""
"c2e7605f4ba483067450feb4247f793c","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"afc91e613cbebcdb5fcefd3680c14304","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I",""
"7e0bc242de5fdc4811e2c75f994db698","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"d6d00e07a2bcc190620c921e6364d745","Eukaryota","Prymnesiophyceae","Prymnesiophyceae","Prymnesiales","Prymnesiales","Chrysochromulina","Chrysochromulina_leadbeateri"
"7e5ee362a74b5db5b8b193c3643514c2","Eukaryota","Retaria","Polycystinea","Spumellaria","Spumellaria","Actinomma","Actinomma_boreale"
"1060a0bbaf9e5eba2e509ec5f7895e04","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"d2195fc28539253eaf5b0a12c694da77","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","uncultured","uncultured_marine"
"0cabeb469b72b4144d1c6009ccb6b2c8","Eukaryota","Chytridiomycota","Chytridiomycetes","Lobulomycetales","Lobulomycetaceae","uncultured","uncultured_fungus"
"593b53d742ec4f739577c41ca22fd81a","Eukaryota","Holozoa","Filasterea","Ministeriida","Capsasporidae","Marine_Group","uncultured_eukaryote"
"405482c17791a19b1342d4b092232abe","Eukaryota","Protalveolata","Syndiniales","Syndiniales","","",""
"ecf55bb4f81787e3325fd7fa05273a65","Eukaryota","Cercozoa","Cercozoa","Cercozoa","Cercozoa","Cercozoa","Ventrifissura_sp."
"6ce6aad87121369450e0b58f04a741e1","Eukaryota","Cercozoa","Novel_Clade_2","Novel_Clade_2","Novel_Clade_2","Novel_Clade_2","uncultured_eukaryote"
"ec5c0ecf3f762f06659b0f97ee487dcb","Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Protaspidae","",""
"82f0d5db745b728cfe0833c2aa64a99d","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"1c67f154e4bd695756a29909675d9ee3","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_eukaryote"
"e5ac890346d7208532504c9f386fa071","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_eukaryote"
"d9dcb551fdc57d1d5be82a8695bc9c40","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"fa310a7eae542452961fd3c89f44d511","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"614d120891796223ae562737449be715","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodiniphycidae","Gyrodinium",""
"3a3646c72e2c592d4d9b763cf811f52c","Eukaryota","Prymnesiophyceae","Prymnesiophyceae","Prymnesiales","Prymnesiales","",""
"5148d089a5ba67dd01d3a662263c72cb","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","uncultured","uncultured_eukaryote"
"850da746b323fd535d1e30a2d81c9db3","Eukaryota","Cercozoa","Novel_Clade_2","Novel_Clade_2","Novel_Clade_2","Novel_Clade_2","uncultured_Cercozoa"
"e3ff1b34d597e8453ab9359711fd546b","Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Nassophorea","uncultured","uncultured_eukaryote"
"4f920a0f2c49cbc1f3f28a7d1274e387","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Amoebophrya","phytoplankton_environmental"
"ff1b8412aa2db5d56f518e0acd71ca5c","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium_clade","Woloszynskia","uncultured_eukaryote"
"b0be9d4a0d5f93e8cbdab18f52bcc20d","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia","",""
"e1ca75d92ae5a325a5ac3365ec19f2a8","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"17ba64a2cd63551cf52997c5858fe6af","Eukaryota","","","","","",""
"70f6f77e348c57bfb1b7efd38cc81e94","Eukaryota","Diatomea","Mediophyceae","Mediophyceae","Mediophyceae","Cerataulina","Cerataulina_pelagica"
"9b4906652b3695dc54fa6dd19b6e8977","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Amoebophrya",""
"7332291e5c05b019ef324e0932d932cc","Eukaryota","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis","Telonema","uncultured_eukaryote"
"a5e23e338df33e6a7c534e66c64114ba","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"b605895f1cfd1444b696df171cb1e300","Eukaryota","Dinoflagellata","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis","Blastodinium",""
"7f0032a3258db8959e377c13c63dd1fb","Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Prostomatea","Cryptocaryon","uncultured_marine"
"0e0ecca08948a8e59b030220577c3280","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"b0956ed373e500df6d69c78fdbdbd3a7","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_eukaryote"
"8580b1a15cf3a67dc1698530d1127df3","Eukaryota","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis","Telonema",""
"1bcd36b27ba9d3e385748e0dcad09a37","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_Duboscquella"
"26b6eb0dfebff9f415a514dae0d953f0","Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Prostomatea","Cryptocaryon","uncultured_alveolate"
"acea2d4f82f8f3df5b6000ffdd3d7d12","Eukaryota","Arthropoda","Maxillopoda","Calanoida","Calanoida","Calanoida",""
"cce5a676bdb630cab8e9e8dac1d0de8d","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"78f8b4eb2924a04ab89838e2282a2b8b","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Amoebophrya","uncultured_eukaryote"
"10119c8d40cab1c37f0c6c4ace6db40b","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Amoebophrya",""
"b7c506b66ea2674bfaef2d0773c82941","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"18ee04b79b6b2b13bbe956357ff77809","Eukaryota","Protalveolata","Incertae_Sedis","Ellobiopsidae","Ellobiopsidae","uncultured","uncultured_eukaryote"
"6fbdff122dc45a61f7d3fb14bda7a635","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"35e1daa27c5a46d44942a65b790001e3","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"f6fcede5d5b30f3e05e1f0fdd1ae39b4","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"23ed988988891f83b37e0b275b7bfead","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"39789b231fac3d757fe381ee4fb494c4","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Amoebophrya",""
"0a5703ed5e7f52d36232ab87019bcbbc","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Amoebophrya",""
"fb09904f6330c72464c084c4aed575fd","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Rimostrombidium",""
"08ae96d105fdf50f6e09399d9fdac1cb","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_eukaryote"
"63e5ed7e1a5978fb7330a80ab6777edd","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"b9e5d6c50db393c117f9c980a57f219f","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I",""
"d6681f6ed23e88539aadc89fb4f3ec3b","Eukaryota","Protalveolata","Syndiniales","Syndiniales","","",""
"8e746b43a87f6d1bdd27024b9b844d31","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_Syndiniales"
"03d688c960f27c10b52ddd18f11866e9","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia","",""
"92959b3e52e0553b565a74740c3468c7","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"21ceada47d41b8008cb0e9213098a572","Eukaryota","Holozoa","Choanoflagellida","Acanthoecida","","",""
"8c3ac28b6991148e2adac2e5f9a496b7","Eukaryota","","","","","",""
"21b950a442d5a6667b7b63779a756966","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II","uncultured_marine"
"e91001c30ddd3d6c601bfbf08c0a84c3","Eukaryota","Diatomea","Mediophyceae","Mediophyceae","Mediophyceae","Chaetoceros",""
"479135bfd6b0e904f3a95286d9647797","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_eukaryote"
"a5ef8317ea53db3681c32756ba862c93","Eukaryota","Cercozoa","Imbricatea","Imbricatea","Thaumatomonadida","Allas","uncultured_marine"
"e8c5be0af8eb8740a9e663657419cb15","Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellales","Micromonas",""
"0013d824afab54122129ff5ffd424646","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II","uncultured_eukaryote"
"b434b614950d68eebd3948ab3651934f","Eukaryota","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis","Telonema",""
"b647e64c8f403112d575b02f0acd0401","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Siphonophorae","Siphonophorae",""
"740d81f1389ad1c486b47c1ff97edc70","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium_clade","Woloszynskia","uncultured_eukaryote"
"499cfd5019d165c8b6e98147b444dd5b","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"0cf95062630db39ad09da3ff8de5dfc2","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Amoebophrya",""
"2ca9262e31cbc57632d9bd8b44135904","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"58e757f8cc8c78725006a5a1b579545b","Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacales","Neoceratium",""
"10ae2bf2931234b1b9b3ac3ac52f0818","Eukaryota","Ochrophyta","Chrysophyceae","Ochromonadales","Ochromonadales","Paraphysomonas","Paraphysomonas_imperforata"
"b0349e370136cad27aaafb6413a661f7","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"80dfd571c5e64c3c8fadcc1902754a45","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","Uncultured_marine"
"a350312f262f256b8da14d54f4dadb70","Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacales","Gonyaulax","Spiniferites_ramosus"
"19dcc2aa9dd4756ef23c6d63ddc7256f","Eukaryota","","","","","",""
"1c2b2c42fbff726e573edfe872c158b0","Eukaryota","Cercozoa","Novel_Clade_2","Novel_Clade_2","Novel_Clade_2","Novel_Clade_2",""
"ae88cc8c58e5abb8120b2a6e97593a61","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"b472af3a223f91015ab7490a7b0b820f","Eukaryota","Retaria","RAD_C","RAD_C","RAD_C","RAD_C","uncultured_eukaryote"
"56e2d0cb36aacc9f634733599e5e93f6","Eukaryota","Cercozoa","Imbricatea","Marimonadida","Marimonadida","NAMAKO-15","uncultured_marine"
"47aae5ae24b5711bafd38887b08290a6","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"027337708e6d6f9956a7f6ce00cd6711","Eukaryota","Protalveolata","Syndiniales","Syndiniales","","",""
"222496a8dac83cacd76b652909afa11a","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_III","Syndiniales_Group_III","uncultured_Rhizaria"
"6528768029bc48d108b2afe638c90683","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales","Amoebophrya","uncultured_alveolate"
"f32dd8c2ba0cda2043bc3b2b8f72965a","Eukaryota","","","","","",""
"60437c14c1ec52f319feb0264c45cc63","Eukaryota","Chlorophyta","Prasinophytae","Prasinophytae","Prasinophytae","Prasinophytae",""
"1ce937659e50c79af415b75f5831df5e","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"b24dd390014da2b23f090330a5f9f23b","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I",""
"43479421aff5da195402091672f05d44","Eukaryota","Protalveolata","Incertae_Sedis","Ellobiopsidae","Ellobiopsidae","Thalassomyces","Thalassomyces_sp."
"cae5b7e32564cfe6f88cf6c105ce582b","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II","uncultured_alveolate"
"7506f63841804e01ee71a08dd9b6c839","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"7bb78965a9091f3b657c225439c68138","Eukaryota","Cercozoa","Imbricatea","","","",""
"d538fd3e524c047f0dc085e4bbebb431","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II","Amoebophrya_sp."
"3e40fe1378d408de4bb7b6a0d9f516c4","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Oligotrichia","",""
"8e6c64f744055b4c4c1c14a75455506b","Eukaryota","Cryptophyceae","Cryptophyceae","Cryptomonadales","Cryptomonadales","Teleaulax",""
"7ba21be1f60ba2e5c4474b9e28991fd1","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"e51a53a68710c4a29355acc299e56ecb","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II","Uncultured_marine"
"e373dd8b8d77ddf5be89e72b8d0c839f","Eukaryota","Retaria","Polycystinea","Spumellaria","Spumellaria","Spumellaria",""
"f8ea63efb3bc63b90f93809b022732e6","Eukaryota","Dinoflagellata","Dinoflagellata","Noctilucales","Noctilucales","Noctilucales","Blastodinium_sp."
"7842c3e38414fe4ae9d4cde25fd3296c","Eukaryota","Retaria","Polycystinea","Nassellaria","Nassellaria","Pseudocubus",""
"419595d03efc00cb68a6d3f44f6ed9ff","Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellales","Ostreococcus",""
"9d162d7222731c82a9db76d4c30ab377","Eukaryota","Retaria","RAD_A","RAD_A","RAD_A","RAD_A","uncultured_Rhizaria"
"69fcc8e7eded2440ddb5b12111cc97b4","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Siphonophorae","Siphonophorae","uncultured_eukaryote"
"34c1d9997f73b70f712ab0d06a0239f4","Eukaryota","Cercozoa","Novel_Clade_2","Novel_Clade_2","Novel_Clade_2","Novel_Clade_2",""
"89ea4223e1c33ce3911e122dbb11a281","Eukaryota","Dinoflagellata","Dinophyceae","","","",""
"668168274353a413f451648b6e65819c","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_III","Syndiniales_Group_III","uncultured_eukaryote"
"169446e2d19046c27a78d14844c546d8","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"3e45a0200c054a4cb51b1cad4638aec6","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_II","Syndiniales_Group_II",""
"6364f5c617765fbd86aa4608c9f7bcaa","Eukaryota","Protalveolata","Syndiniales","Syndiniales","Syndiniales_Group_I","Syndiniales_Group_I","uncultured_eukaryote"
